NAME,TYPE,DECADE,MEDIA URL,DATE,DIMSENSIONS (CM)
Mrs. Abraham Van Santvoort of New York,Miniature,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1950.4.18_1,1805,8.0 x 6.4
Isaac Praul,Miniature,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1950.4.15_1,1805,6.0 x 4.9
Portrait of a Gentleman with Initials G. D.,Miniature,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1942.7.2_1,1805,6.4 x 5.2
Portrait of Martha Washington by John Trumbull,Miniature,1790-1799,"https://ids.si.edu/ids/iiif/NMAH-89-6826/full/250,/0/default.jpg",1793,9.5 x 7.5
George Washington,Miniature,1790-1799,"https://ids.si.edu/ids/iiif/NMAH-89-6827/full/250,/0/default.jpg",1793,9.2 x 8.2
Portrait of a Gentleman,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-2012.21_1,1793,5.9 x 5.1
Emily Smiley Snowden,Painting,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1977.104_1,1793,90.5 x 78.4
John Adams,Painting,1790-1799,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_75_52,1793,65.1 × 54.9
William Shippen,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1999.87.5_1,1794,4.4 x 3.5
John Witherspoon,Painting,1790-1799,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_91_81Witherspoon_d1,1794,76.2 x 64.8
San José y el Cristo Niño,Painting,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1996.91.4_1,1794,94.0 x 72.4
Lawrence Reid Yates,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1956.1.3_1,1794,7.5 x 6.0
Captain Joseph Anthony,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1952.12.1_1,1794,7.0 x 5.7
The Davis Children (Eliza Cheever Davis and John Derby Davis),Painting,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-2019.6.12_1,1795,123.2 × 97.8
Thomas Lee Shippen,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1999.87.4_1,1795,4.4 x 3.5
Mrs. John Corlis (Susannah Condé Russell),Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1980.29.2_1,1795,7.3 x 6.0
Mr. John Corlis,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1980.29.1_1,1795,7.3 x 6.0
Mrs. Elizabeth Pollock Hartigan,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1956.1.4_1,1795,6.7 x 5.4
Elizabeth Oliphant,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1942.2.3_1,1795,7.0 x 5.8
Elizabeth Depeyster Peale,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_2009_49Depeyster-000004,1795,7 x 5.9
George Washington,Painting,1790-1799,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_65_59,1795,75.6 x 64.5
Arthur St. Claire,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_83_31StClaire-000001,1795,7 x 5.4
Reverend Justus Henry Christian Helmuth,Painting,1790-1799,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_67_7Helmuth-000003,1795,78.8 x 71.1
Jane Gray Wall,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1999.87.3_1,1795,7.9 x 6.4
Portrait of a Gentleman,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.45_1,1795,4.4 x 3.5
Mrs. Philip John Schuyler (Catherine van Rensselaer),Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.43_1,1795,10.0 x 7.8
Major-General Anthony Wayne,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.41_1,1795,4.5 x 3.4
Don José Mas Ferrer,Painting,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1996.91.1_1,1795,54.0 x 41.7
John Jauncey Ketchum,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1986.64.1_1,1795,8.6 x 6.0
Portrait of a Gentleman with Initials C. B.,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1980.95.2_1,1795,5.4 x 6.7
Portrait of a Gentleman with Initials H. D. C.,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1980.95.1_1,1795,5.4 x 6.7
Mrs. William Boswell Lamb (Margaret Stuart Kerr),Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1980.126.5_1,1795,4.0 x 3.0
William Boswell Lamb,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1980.126.4_1,1795,4.0 x 3.0
Captain Robert Lillibridge,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1975.59.1_1,1795,6.0 x 4.4
Portrait of a Gentleman,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1959.7.22_1,1795,3.6 x 2.7
T. Stanford,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1957.3.2_1,1795,6.7 x 5.4
Portrait of a Gentleman with Initials J. B.,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1954.6.4_1,1795,6.5 x 5.0
Augustus Fricke,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1950.7.10_1,1795,7.0 x 7.5
Portrait of a Lady from S. Carolina Huguenot Family,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1950.4.5_1,1795,4.4 x 3.5
George Fisher,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1950.4.24_1,1795,6.2 x 5.7
Mrs. John McCluney,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1950.12.3_1,1795,6.7 x 5.4
Member of the Washington Family,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1950.10.2_1-000001,1795,5.1 x 4.1
Dr. William Beekman,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1942.11.8_1,1795,7.3 x 5.9
Portrait of a Gentleman,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1942.10.3_1,1795,6.7 x 5.5
Brother-in-law of Mrs. Alexander Rose,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1933.7.2_1,1795,4.0 x 3.0
David Rittenhouse,Painting,1790-1799,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_98_73Rittenhouse_d1,1796,124.5 x 100.3
Charles Cotesworth Pinckney,Painting,1790-1799,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_92_122Pinckney-000002,1796,66.2 × 56.2
George Washington (Lansdowne Portrait),Painting,1790-1799,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2001_13_ext,1796,247.6 × 158.7
George Washington,Miniature,1790-1799,"https://ids.si.edu/ids/iiif/NPG-NPG_2013_140GW-000001/full/250,/0/default.jpg",1796,8.3 × 6.5
Francis Scott Key,Painting,1790-1799,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2016_22,1796,74 × 63.8
Anne Hume Shippen,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1999.87.1_1,1796,6.7 x 5.3
Portrait of a Gentleman,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1936.6.1_1,1796,6.5 x 5.1
Conrad Wunder,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.52_1,1797,14.0 x 9.7
Mrs. Cornelius Baldwin (Mary Briscoe),Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1943.3.2_1,1797,6.5 x 5.4
Col. Nathaniel Darby,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1999.87.7A_1,1798,5.1 x 4.0
San Juan Nepomuceno,Painting,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1996.91.5_1,1798,106.1 x 74.9
Marguerite Repiton (Mrs. Joseph),Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1980.126.3_1,1798,6.7 x 5.7
Joseph Lavoir de Repiton,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1980.126.2_1,1798,6.7 x 5.5
Howes Goldsborough,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1948.5.1_1,1799,7.3 x 5.7
Robert Oliphant,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1942.2.2_1,1799,7.7 x 6.1
Mrs. Fenno Knight (née du Clois),Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1931.5.1_1,1799,6.7 x 5.4
La Natividad,Painting,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1996.91.6_1,1799,84.5 x 70.8
Robert Hooper,Painting,1770-1779,https://ids.si.edu/ids/deliveryService?id=SAAM-2006.12.1_1,1770-1772,127 x 101.6
Apollo and the Seasons (Classical Landscape),Painting,1770-1779,https://ids.si.edu/ids/deliveryService?id=SAAM-1956.11.68_1,1770-1779,70.5 x 90.8
John Singleton Copley Self-Portrait,Painting,1780-1789,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_77_22-000001,1780-1784,56.5 × 56.5
Portrait of a Gentleman,Miniature,1780-1789,https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.34_1,1780-1790,3.8 x 3.2
Jeremiah Williams,Painting,1780-1789,https://ids.si.edu/ids/deliveryService?id=SAAM-1977.101.1_2,1789-1790,75.4 x 62.9
Portrait of a Lady,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.63_1,1790-1799,5.6 x 4.0
La Virgen del pilar,Painting,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1996.91.8_1,1790-1799,58.4 x 42.9
Nuestra Señora de Belén,Painting,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1996.91.7_1,1790-1799,24.2 x 19.2
Saint Anthony of Padua,Painting,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1986.65.96_1,1790-1799,34.9 x 23.5
Portrait of a Gentleman with Initials A.S.N.,Miniature,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1941.5.1_1,1805,6.3 x 5.1
Jane Stone,Miniature,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1934.11.1_1,1805,8.2 x 6.3
John Tower,Miniature,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.35_1,1806,6.7 x 5.3
The Misses Mary and Hannah Murray,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1988.2_1,1806,101.9 x 127.3
Charles Brockden Brown,Miniature,1800-1809,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_94_83Brown-000002,1806,6.2 x 5.1
Alexander Hamilton,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_79_216Hamilton_d1,1806,77.5 x 62.2
Joel Barlow,Miniature,1800-1809,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_76_30,1806,7.7cm x 6.4
Elizabeth Linn Brown,Miniature,1800-1809,https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_94_84_int,1806,6.7cm x 5.3
George Clinton,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_84_172,1806,30.5 x 25.4
Rubens Peale,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=NPG-8600424A_2,1807,66.7 x 54.6
Thomas Ash II,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2008_4Ash_d1,1807,66.7 x 54.6
George Clymer,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=NPG-7200010A,1807,77.5 x 63.5
Fisher Ames,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_79_215Ames-000001,1807,77.5 x 64.1
Isabel O'Daly,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1996.91.2_1,1808,25.2 x 19.1
Mr. Nichol,Miniature,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1942.2.1_1,1809,7.5 x 6.0
Mary Abigail Willing Coale,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1926.6.4_1,1809,73.2 x 60.8
James Madison,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2019_32-000001,1809,68.3 × 48.6
Elizabeth Washington Gamble Wirt,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_89_12-000001,1809,111.1 x 94.6
William Wirt,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_89_11,1809,107 x 90.2
Reverend John Carroll,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=NPG-8900562A_1,1809,82.5 x 69.8
Portrait of a Man,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1964.6.2_2,1809,25.3 x 19.7
Portrait of a Woman,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1964.6.1_2,1809,25.3 x 19.8
Young Woman of the Chase Family,Miniature,1810-1819,https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.17_1,1810,7.3 x 5.7
Theresa Diana Levesque,Miniature,1810-1819,https://ids.si.edu/ids/deliveryService?id=SAAM-1975.59.2_1,1810,6.4 x 5.1
Portrait of a Lady,Miniature,1810-1819,https://ids.si.edu/ids/deliveryService?id=SAAM-1954.6.3_1,1810,7.5 x 6.3
George Rogers Clark,Painting,1810-1819,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_69_48,1810,68.6 x 57.1
Portrait of a Gentleman,Miniature,1810-1819,https://ids.si.edu/ids/deliveryService?id=SAAM-1996.91.27_1,1810,4.5 x 4.5
Portrait of Sea Captain John Murphy,Painting,1810-1819,https://ids.si.edu/ids/deliveryService?id=SAAM-1983.95.57_1,1810,54.6 x 44.5
Portrait of Mrs. Barbara Baker Murphy (Wife of Sea Captain),Painting,1810-1819,https://ids.si.edu/ids/deliveryService?id=SAAM-1983.95.56_1,1810,55.3 x 44.8
Miss Lettie Stanley,Miniature,1810-1819,https://ids.si.edu/ids/deliveryService?id=SAAM-1950.4.29_1,1810,7.6 x 5.9
English Gentleman,Miniature,1810-1819,https://ids.si.edu/ids/deliveryService?id=SAAM-1950.4.21_1,1810,7.8 x 6.4
Robert Broome,Miniature,1810-1819,https://ids.si.edu/ids/deliveryService?id=SAAM-1948.2.1_1,1810,2.3 x 2.1
William Mather Smith,Miniature,1810-1819,https://ids.si.edu/ids/deliveryService?id=SAAM-1944.7.2_1,1810,7.6 x 5.8
John Sergeant,Painting,1810-1819,https://ids.si.edu/ids/deliveryService?id=NPG-8400358A_1,1811,82.5 x 66
John Randolph,Painting,1810-1819,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_70_246Randolph_d1,1811,68.6 × 55.6
Samuel Chase,Painting,1810-1819,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_67_2Chase-000001,1811,71.4 × 57.6
Juliana Westray Wood,Painting,1810-1819,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_81_120Wood_d1,1811,103.8 x 90.8
Samuel F. B. Morse Self-Portrait,Painting,1810-1819,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_80_208Morse_d1,1812,27.3 x 22.5
John Howard Payne,Painting,1810-1819,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2019_28-000001,1812,84.7 × 66.8
Thomas Say,Painting,1810-1819,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_72_112Say-000001,1812,23 x 17
Francis Asbury,Painting,1810-1819,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_90_82Asbury-000001,1813,76.2 x 61
John Quincy Adams,Painting,1810-1819,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_70_12Adams-000002,1815,61 x 50.8
Betsey Colt Foot,Painting,1810-1819,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2016_132,1815,75.9 × 60.6
Hermia and Helena,Painting,1810-1819,https://ids.si.edu/ids/deliveryService?id=SAAM-1990.21_1,1818,77.2 x 64.2
John Quincy Adams,Miniature,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.58_1,1800-1809,2.2 x 1.9
William McIntyre,Miniature,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.22_1,1800-1809,11.4 x 9.1
Portrait of a Man,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1986.65.179_1,1800-1809,22.6 x 14.4
Portrait of a Man,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1986.65.153_1,1800-1809,74.7 x 62.5
"Three-Way Portrait of Thomas Jefferson, James Monroe, and Unidentified Native American (William McIntosh?)",Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1967.90.1_4,1800-1809,86.3 × 74.3
Susan Poinsett,Miniature,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.27_1,1801-1802,7.0 x 5.7
Dr. Elisha Poinsett,Miniature,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1999.27.26_1,1801-1802,7.1 x 5.7
Portrait of Adelia Ellender,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1983.95.55_1,1803-1805,66.7 x 53.7
Landscape,Painting,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1956.11.19_1,1790-1799,27.9 x 33.0
Matilda Davis Williams,Painting,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1977.101.2_2,1791-1792,75.3 x 63.0
Retrato de caballero,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1996.91.3_1,1805-1809,22.3 x 15.9
Portrait of Edward Shippen Burd of Philadelphia,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=SAAM-1971.3_1,1806-1808,68.3 x 55.5
West Family in the Studio Garden,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_77_34Westfamily-000004,1808-1809,34.3 × 41.3
John Marshall,Painting,1800-1809,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2010_48_ext,1809-1810,61.3 x 52.4
Richard Bache,Painting,1790-1799,https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2011_145Bache-000001,1792-1793,76.2 × 63.5
Le Duc de Liancourt,Miniature,1790-1799,https://ids.si.edu/ids/deliveryService?id=SAAM-1974.87_1,1794-1797,4.1 x 3.4
Andre Joseph Villard,Miniature,1810-1819,https://ids.si.edu/ids/deliveryService?id=SAAM-1961.9.1_1,1810-1812,7.3 x 5.7